angle,power
37.5,19.520458084033613
40.0,12.613875462184874
41.5,11.256634588235295
42.5,10.547152554621848
45.0,9.874679613086771
47.0,9.696413159090909
49.0,8.873817161764705
50.0,8.3775770302521
51.0,10.085588366459627
53.0,9.137190805586592
54.5,9.7717131575419
56.5,9.803570204469274
58.5,10.63336567164179
65.0,20.226557411764706
